 63.30,123.08,  0.00
 63.35,182.86,  0.00
 63.42,196.37,  0.00
 63.49,229.09,  0.00
 63.55,260.47,  0.00
 63.63,234.39,  0.00
 63.69,123.52,  0.00
 63.75,242.71,  0.00
 63.82,211.19,  0.00
 63.91,197.68,  0.00
 63.96,198.51,  0.00
 64.02,192.34,  0.00
 64.09,220.01,  0.00
 64.17,184.51,  0.00
 64.22,185.53,  0.00
 64.29,194.67,  0.00
 64.36,244.32,  0.00
 64.43,246.87,  0.00
 64.50,243.67,  0.00
 64.56,208.29,  0.00
 64.63,150.69,  0.00
 64.69, 76.97,  0.00
 64.77, 56.37,  0.00
 64.83, 68.25,  0.00
 64.91, 82.04,  0.00
 64.96,166.84,  0.00
 65.04, 23.18,  0.00
 65.10, 21.39,  0.00
 65.16, 50.59,  0.00
 65.23,  7.71,  1.00
 65.31,  8.90,  1.00
 65.36,  2.56,  1.00
 65.43,  2.58,  1.00
 65.50,  5.57,  1.00
 65.56, 40.68,  0.00
 65.65, 73.87,  0.00
 65.70, 97.47,  0.00
 65.76,187.60,  0.00
 65.83,215.46,  0.00
 65.91,299.10,  0.00
 65.97,313.44,  0.00
 66.03,308.54,  0.00
